[公共事件 | 序章] 旁白/未命名: 在多元宇宙的無盡象限之中，存在著一個凡人肉眼無法觀測的維度
[公共事件 | 王都劇情5] 莉娜: 完了……我的「魔法保濕精華液」快用完了
[公共事件 | 王都劇情5] 莉娜: 如果被關在這裡，就搶不到最後十組了...我的皮
[公共事件 | 王都劇情5] 莉娜: 膚要枯萎了...
[公共事件 | 王都劇情5] 凱爾: (語氣悲壯，對著牆壁自言自語)
[公共事件 | 王都劇情5] 凱爾: 都是我的錯……如果我當時沒有腦熱衝出去...
[公共事件 | 王都劇情5] 凱爾: 如果我乖乖躲在柱子後面，大家就不會被抓了...
[公共事件 | 王都劇情5] 悠真: 凱爾！振作點啊！你對著牆壁自責也救不了國王啊！
[公共事件 | 王都劇情5] 悠真: 還有完全沒有人要聽米勒的現況分析嗎？
[公共事件 | 王都劇情6] 凱爾: (咬牙切齒地瞪著豬騎士)
[公共事件 | 王都劇情6] 凱爾: 迪迪特的走狗！你們這群瞎了眼的傢伙！
[公共事件 | 王都劇情6] 凱爾: 居然跟著那個賣國賊一起毀了阿爾卡迪亞！
[公共事件 | 王都劇情6] 凱爾: 你們還有何顏臉自稱王都騎士！
[公共事件 | 王都劇情6] 莉娜: 快點把門打開，讓我去買限量精華液！
[公共事件 | 王都劇情6] 莉娜: 不然我把你的豬頭烤來吃！
[公共事件 | 王都劇情6] 王都騎士: 閉嘴，低賤的底層平民！
[公共事件 | 王都劇情6] 王都騎士: 你們的哀嚎聲，吵到我這匹高貴的「皇家戰豬」了！
[公共事件 | 王都劇情6] 莉娜: 我管你是野豬還是家豬！
[公共事件 | 王都劇情6] 莉娜: 老娘要出去！
[公共事件 | 王都劇情6] 王都騎士: (冷哼一聲，不屑地撇過頭)
[公共事件 | 王都劇情6] 王都騎士: 無知的鄉巴佬，能被我們王都騎士團親自逮捕，
[公共事件 | 王都劇情6] 王都騎士: 是你們的榮幸。
[公共事件 | 王都劇情6] 王都騎士: 安靜待著，別打擾本大爺。
[公共事件 | 王都劇情6] ???: (當！當！當！一陣響亮的鐘聲響起)
[公共事件 | 王都劇情6] 悠真: 那是什麼鐘聲！
[公共事件 | 王都劇情6] 王都騎士: (臉色大變，胯下的戰豬也發出激動的「噗嚕」聲)
[公共事件 | 王都劇情6] 王都騎士: 糟了！開飯鐘聲！今天食堂限量供應「頂級松露特調
[公共事件 | 王都劇情6] 王都騎士: 餿水」！
[公共事件 | 王都劇情6] 王都騎士: 駕！我的愛駒，衝啊！我們絕對不能輸給第二小隊！
[公共事件 | 王都劇情6] 其他王都騎士: 等等我啊隊長？！
[公共事件 | 王都劇情6] 悠真: (傻眼)
[公共事件 | 王都劇情6] 悠真: ……就這樣走了？
[公共事件 | 王都劇情6] 悠真: 堂堂皇家精銳，居然為了搶餿水，連犯人都不顧直
[公共事件 | 王都劇情6] 悠真: 接擅離職守？！
[公共事件 | 王都劇情6] 米勒: 這很合理。
[公共事件 | 王都劇情6] 米勒: 一直以來都有聽聞
[公共事件 | 王都劇情6] 米勒: 王都豬騎士團不好金錢、不好美色
[公共事件 | 王都劇情6] 米勒: 他們畢生的信仰與追求，就只有「美食」而已。
[公共事件 | 王都劇情6] 米勒: 在「限量松露特調餿水」面前
[公共事件 | 王都劇情6] 米勒: 看守犯人的也無足輕重。
[公共事件 | 王都劇情6] 悠真: (嘴角抽搐)
[公共事件 | 王都劇情6] 悠真: 這算什麼信仰啊！把「貪吃」說得這麼清麗脫俗。
[公共事件 | 王都劇情6] ? ? ?: (從牢房最深處的陰影中傳來溫和的聲音)
[公共事件 | 王都劇情6] ? ? ?: 呵呵……他們一直都是這個樣子。
[公共事件 | 王都劇情6] ? ? ?: 王都騎士雖然精銳, 但是每個人都視食如命, 因此才會那麼容易
[公共事件 | 王都劇情6] ? ? ?: 投靠迪迪特。
[公共事件 | 王都劇情6] 悠真: (嚇了一跳，猛然回頭)
[公共事件 | 王都劇情6] 悠真: 哇啊！你是誰？！
[公共事件 | 王都劇情6] 悠真: 你從一開始就坐在那個角落裡嗎？！存在感也太低
[公共事件 | 王都劇情6] 悠真: 了吧！
[公共事件 | 王都劇情6] 普林斯: 請原諒我的唐突。
[公共事件 | 王都劇情6] 普林斯: 我是阿爾卡迪亞的王子, 阿爾卡迪亞王國的第一
[公共事件 | 王都劇情6] 普林斯: 順位繼承人。
[公共事件 | 王都劇情6] 普林斯: 普林斯・阿爾卡迪亞・高斯。
[公共事件 | 王都劇情6] 凱爾: 普林斯殿下？！您居然還活著？！
[公共事件 | 王都劇情6] 凱爾: 迪迪特之前明明對外宣稱，您去鄰國進行長期的學
[公共事件 | 王都劇情6] 凱爾: 術考察了！！
[公共事件 | 王都劇情6] 米勒: 原來如此，您就是那位傳聞中親自下鄉指導農業灌
[公共事件 | 王都劇情6] 米勒: 溉計算，
[公共事件 | 王都劇情6] 米勒: 並且提倡大幅減免平民稅收
[公共事件 | 王都劇情6] 米勒: 世人皆稱 有「玄德」之風的「仁義王子」。
[公共事件 | 王都劇情6] 米勒: 這也是您被關在這裡的主要原因吧。
[公共事件 | 王都劇情6] 普林斯: (苦笑)
[公共事件 | 王都劇情6] 普林斯: 那只是我身為王室成員應盡的義務罷了。
[公共事件 | 王都劇情6] 普林斯: 只可惜，我的力量還是太過微薄，沒能阻止迪迪特
[公共事件 | 王都劇情6] 普林斯: 的野心。
[公共事件 | 王都劇情6] 凱爾: (稍微愣了一下，眼神閃過一絲茫然，但很快掩飾
[公共事件 | 王都劇情6] 凱爾: 過去，語氣變得更加激昂)
[公共事件 | 王都劇情6] 凱爾: 沒錯！殿下的……呃，仁政，一直都是我們的驕傲！
[公共事件 | 王都劇情6] 米勒: (隱約挑眉, 但沒有表露出任何情緒)
[公共事件 | 王都劇情6] 普林斯: 不過凱爾，你剛才的話我都聽到了。
[公共事件 | 王都劇情6] 普林斯: 迪迪特的陰謀籌劃已久，這不是你的錯，你不必如
[公共事件 | 王都劇情6] 普林斯: 此自責。
[公共事件 | 王都劇情6] 普林斯: (眼神變得堅定)
[公共事件 | 王都劇情6] 普林斯: 而且，情況還沒有完全絕望。
[公共事件 | 王都劇情6] 普林斯: 外頭還有許多不願屈服於迪迪特、依然忠於王室的
[公共事件 | 王都劇情6] 普林斯: 王都騎士。
[公共事件 | 王都劇情6] 普林斯: 只要我能從這裡出去，我就能暗中召集他們，奪回
[公共事件 | 王都劇情6] 普林斯: 我們的國家！
[公共事件 | 王都劇情6] 悠真: (眼睛閃閃發光，感動到快哭了)
[公共事件 | 王都劇情6] 悠真: 噢噢噢噢！這就是傳說中的「落難王族召集舊部反
[公共事件 | 王都劇情6] 悠真: 攻」的經典套路啊！
[公共事件 | 王都劇情6] 悠真: 太感人了！
[公共事件 | 王都劇情6] ? ? ?: 
[公共事件 | 王都劇情6] ? ? ?: 不過要召集舊部，總得先離開這個鬼地方吧？
[公共事件 | 王都劇情6] 凱爾: (警戒地舉起大劍)
[公共事件 | 王都劇情6] 凱爾: 你是誰？！為什麼會在這裡？
[公共事件 | 王都劇情6] 菲爾: (拍了拍身上的灰塵，擺出一個帥氣的姿勢)
[公共事件 | 王都劇情6] 菲爾: 放輕鬆，綠毛小哥。我是遊俠「菲爾」。
[公共事件 | 王都劇情6] 菲爾: 本來只是想來皇宮「劫富濟貧」，看看有沒有什麼
[公共事件 | 王都劇情6] 菲爾: 王家寶貝...
[公共事件 | 王都劇情6] 菲爾: 結果運氣不好，剛好撞見那群豬騎士在巡邏，就被
[公共事件 | 王都劇情6] 菲爾: 抓進來了。
[公共事件 | 王都劇情6] 菲爾: 相逢即是有緣，順手救你們一命當作見面禮啦。
[公共事件 | 王都劇情6] 莉娜: (毫不留情地吐槽)
[公共事件 | 王都劇情6] 莉娜: 劫富濟貧？我看就只是單純的入室竊盜被抓包吧！
[公共事件 | 王都劇情6] 莉娜: 把偷東西說得跟俠盜一樣，你的臉皮也太厚了
[公共事件 | 王都劇情6] 菲爾: (向王子行了一個不太標準的禮，笑著無視莉娜)
[公共事件 | 王都劇情6] 菲爾: 王子殿下，還有那邊的勇者小隊。
[公共事件 | 王都劇情6] 菲爾: 這點小鎖還難不倒本大爺。趁那些豬排還在吃餿水
[公共事件 | 王都劇情6] 菲爾: ，我們趕緊溜吧！
[公共事件 | 王都劇情6] ???: (眾人齊齊點頭, 跟著菲爾逃跑了)
[公共事件 | 王都劇情7] 莉娜: 
[公共事件 | 王都劇情7] 莉娜: 
[公共事件 | 王都劇情7] 莉娜: 
[公共事件 | 王都劇情7] 菲爾: 
[公共事件 | 王都劇情7] 普林斯: 
[公共事件 | 王都劇情7] 普林斯: 
[公共事件 | 王都劇情7] 普林斯: 
[公共事件 | 王都劇情7] 米勒: 
[公共事件 | 王都劇情7] 米勒: 
[公共事件 | 王都劇情7] 米勒: 
[公共事件 | 王都劇情7] 米勒: 
[公共事件 | 王都劇情7] 凱爾: 
[公共事件 | 王都劇情7] 悠真: 
[公共事件 | 王都劇情7] 悠真: 
[公共事件 | 王都劇情7] 普林斯: 
[公共事件 | 王都劇情7] 普林斯: 
[公共事件 | 王都劇情7] 普林斯: 
[公共事件 | 王都劇情7] 悠真: 
[公共事件 | 王都劇情7] 莉娜: 
[公共事件 | 王都劇情7] 凱爾: 
[公共事件 | 王都劇情7] 王都騎士: 
[公共事件 | 王都劇情7] 莉娜: 
[公共事件 | 王都劇情7] 莉娜: 
[公共事件 | 王都劇情7] 莉娜: 
[公共事件 | 王都劇情7] 莉娜: 
[公共事件 | 王都劇情7] 莉娜: 
[公共事件 | 王都劇情7] 莉娜: 
[公共事件 | 王都劇情7] 莉娜: 
[公共事件 | 王都劇情7] 凱爾: 
[公共事件 | 王都劇情7] 凱爾: 
[公共事件 | 王都劇情7] 凱爾: 
[公共事件 | 王都劇情7] 凱爾: 
[公共事件 | 王都劇情7] 凱爾: 
[公共事件 | 王都劇情7] 凱爾: 
[公共事件 | 王都劇情7] 悠真: 
[公共事件 | 王都劇情7] 悠真: 
[公共事件 | 王都劇情7] 悠真: 
[公共事件 | 王都劇情7] 悠真: 
[公共事件 | 王都劇情7] 悠真: 
[公共事件 | 王都劇情7] 悠真: 
[公共事件 | 王都劇情7] 悠真: 
[公共事件 | 王都劇情7] 米勒: 
[公共事件 | 王都劇情7] 米勒: 
[公共事件 | 王都劇情7] 米勒: 
[公共事件 | 王都劇情7] 米勒: 
[公共事件 | 王都劇情7] 米勒: 
[公共事件 | 王都劇情7] 米勒: 
[公共事件 | 王都劇情7] 米勒: 
[公共事件 | 王都劇情7] 米勒: 
[公共事件 | 王都劇情7] 米勒: 
[公共事件 | 王都劇情7] 米勒: 
[公共事件 | 王都劇情7] 米勒: 
[公共事件 | 王都劇情7] 米勒: 

==================================================

[Map001.json(數學村) | 哥布林No.1-頁1] ???: 你也是被世界遺棄的數據嗎？那就來廝殺吧！
[Map001.json(數學村) | 哥布林No.2-頁1] ???: 你也是被世界遺棄的數據嗎？那就來廝殺吧！
[Map001.json(數學村) | 哥布林No.1-頁1] ???: 你也是被世界遺棄的數據嗎？那就來廝殺吧！
[Map001.json(數學村) | 哥布林No.1-頁1] ???: 你也是被世界遺棄的數據嗎？那就來廝殺吧！
[Map001.json(數學村) | 地精No.1-頁1] ???: 你也是被世界遺棄的數據嗎？那就來廝殺吧！
[Map001.json(數學村) | 地精No.2-頁1] ???: 你也是被世界遺棄的數據嗎？那就來廝殺吧！
[Map001.json(數學村) | EV026-頁1] 悠真: ......?
[Map001.json(數學村) | EV026-頁1] 悠真: .......?
[Map001.json(數學村) | EV026-頁1] 悠真: ........?
[Map001.json(數學村) | EV026-頁1] 悠真: (語氣震驚)
[Map001.json(數學村) | EV026-頁1] 悠真: ........???? 你告訴我這是神殿????
[Map001.json(數學村) | EV026-頁1] 悠真: 為什麼外觀建模像是一個從哥布林營地隨便抽出來
[Map001.json(數學村) | EV026-頁1] 悠真: 的破帳篷啊！？
[Map001.json(數學村) | EV026-頁1] 悠真: 製作組是經費不足還是貼圖錯誤？這絕對是壞掉了
[Map001.json(數學村) | EV026-頁1] 悠真: 吧！他們不會覺得有問題的嗎。

[Map001.json(數學村) | 杜賓上校-頁1] --- 出現選項: ['如何離開這座小島?', '如何購買裝備道具?', '主線任務是什麼', '我沒有要問的問題了'] ---
[Map001.json(數學村) | 杜賓上校-頁1] (若玩家選擇: 如何離開這座小島?) >>>
[Map001.json(數學村) | 杜賓上校-頁1] 杜賓上校: 在你的面前有一艘小木艇, 你可以駕駛著它在這個
[Map001.json(數學村) | 杜賓上校-頁1] 杜賓上校: 小村落的海域中航行, 記住 
[Map001.json(數學村) | 杜賓上校-頁1] 杜賓上校: 記住 
[Map001.json(數學村) | 杜賓上校-頁1] 杜賓上校: 是只能在這片小海域中航行。
[Map001.json(數學村) | 杜賓上校-頁1] (若玩家選擇: 如何購買裝備道具?) >>>
[Map001.json(數學村) | 杜賓上校-頁1] 杜賓上校: 你可以在每個主要的區域（地圖）找到四種標準化
[Map001.json(數學村) | 杜賓上校-頁1] 杜賓上校: 的商店：它們分別是武器商店、防具商店、魔法精
[Map001.json(數學村) | 杜賓上校-頁1] 杜賓上校: 品商店，以及道具商店。
[Map001.json(數學村) | 杜賓上校-頁1] 杜賓上校: 它們的位置通常很顯眼，隨便走就能找到。
[Map001.json(數學村) | 杜賓上校-頁1] 杜賓上校: 但是要特別留意傳說中的神秘商店。
[Map001.json(數學村) | 杜賓上校-頁1] 杜賓上校: 它是一個無法被定位的游離數據。它沒有固定的門
[Map001.json(數學村) | 杜賓上校-頁1] 杜賓上校: 面，入口可能出現在任何地方, 甚至有可能會因為
[Map001.json(數學村) | 杜賓上校-頁1] 杜賓上校: 某些特定事件的發生而出現或消失。
[Map001.json(數學村) | 杜賓上校-頁1] (若玩家選擇: 主線任務是什麼) >>>
[Map001.json(數學村) | 杜賓上校-頁1] 杜賓上校: 我們當前的目標只有一個：離開這座數學村，前往
[Map001.json(數學村) | 杜賓上校-頁1] 杜賓上校: 下一層維度【霧光森林】。
[Map001.json(數學村) | 杜賓上校-頁1] 杜賓上校: 但通往外界的橋樑被魔王手下的四天王之一——「數
[Map001.json(數學村) | 杜賓上校-頁1] 杜賓上校: 八星」給切斷了。
[Map001.json(數學村) | 杜賓上校-頁1] 杜賓上校: 你必須找到並且擊敗他才能夠有線索找到通往霧光
[Map001.json(數學村) | 杜賓上校-頁1] 杜賓上校: 森林的方法。
[Map001.json(數學村) | 杜賓上校-頁1] (若玩家選擇: 我沒有要問的問題了) >>>
[Map001.json(數學村) | 哥布林No.1-頁1] ???: 你也是被世界遺棄的數據嗎？那就來廝殺吧！
[Map001.json(數學村) | 哥布林No.2-頁1] ???: 你也是被世界遺棄的數據嗎？那就來廝殺吧！
[Map001.json(數學村) | 地精No.2-頁1] ???: 你也是被世界遺棄的數據嗎？那就來廝殺吧！
[Map001.json(數學村) | 地精No.1-頁1] ???: 你也是被世界遺棄的數據嗎？那就來廝殺吧！
[Map001.json(數學村) | 烏鴉No.1-頁1] ???: 你也是被世界遺棄的數據嗎？那就來廝殺吧！
[Map001.json(數學村) | 烏鴉No.2-頁1] ???: 你也是被世界遺棄的數據嗎？那就來廝殺吧！
[Map001.json(數學村) | 劇情水晶1-頁1] ? ? ?: （帶著一種慵懶、看好戲的語氣）喔！停一下！悠真，看到前面那
[Map001.json(數學村) | 劇情水晶1-頁1] ? ? ?: 個發黃光的東西沒？ 
[Map001.json(數學村) | 劇情水晶1-頁1] ? ? ?: 那個是「便宜行事的結晶」……呃我是說，【劇情水晶】
[Map001.json(數學村) | 劇情水晶1-頁1] ? ? ?: 你知道的嘛，現在的製作組都懶得設計啊不對.... 是害怕玩家不
[Map001.json(數學村) | 劇情水晶1-頁1] ? ? ?: 知道要如何觸發劇情, 因此設計了這種劇情水晶, 又大又容易辨
[Map001.json(數學村) | 劇情水晶1-頁1] ? ? ?: 認。
[Map001.json(數學村) | 劇情水晶1-頁1] ? ? ?: 只要看見並觸發這種水晶便能夠觸發劇情。
[Map001.json(數學村) | 劇情水晶1-頁1] 悠真: .......
[Map001.json(數學村) | 劇情水晶1-頁1] 悠真: 真是有夠隨便的...
[Map001.json(數學村) | 劇情水晶2-頁2] 悠真: 奇怪，那是營火嗎？為什麼是紫色的？
[Map001.json(數學村) | 劇情水晶2-頁2] ? ? ?: 且慢
[Map001.json(數學村) | 劇情水晶2-頁2] 莉娜: 笨蛋！別隨便亂碰那個！那不是普通的營火，那是
[Map001.json(數學村) | 劇情水晶2-頁2] 莉娜: 數據溢出的殘渣。
[Map001.json(數學村) | 劇情水晶2-頁2] 莉娜: 那是【離群數據】。是魔王卡薩斯的先鋒軍, 它現
[Map001.json(數學村) | 劇情水晶2-頁2] 莉娜: 在看起來像火，但只要一接觸觀測者，就會變成具
[Map001.json(數學村) | 劇情水晶2-頁2] 莉娜: 攻擊性的實體。
[Map001.json(數學村) | 劇情水晶2-頁2] 莉娜: 有時只是哥布林、地精之類的小怪, 但亦有機會出
[Map001.json(數學村) | 劇情水晶2-頁2] 莉娜: 巨魔、死靈等強大的敵人, 取決於離群數劇入侵的
[Map001.json(數學村) | 劇情水晶2-頁2] 莉娜: 時長。
[Map001.json(數學村) | 劇情水晶2-頁2] 莉娜: 現在【離群數據】只是剛剛開始入侵數學村, 大概
[Map001.json(數學村) | 劇情水晶2-頁2] 莉娜: 不會出現太強的魔物, 但亦不能隨意輕視。
[Map001.json(數學村) | 劇情水晶2-頁2] ? ? ?: 沒錯
[Map001.json(數學村) | 劇情水晶2-頁2] 米勒: 自魔王卡薩斯入侵數界以來, 每年都會有數不清的
[Map001.json(數學村) | 劇情水晶2-頁2] 米勒: 優秀冒險家因為輕敵而失去生命。
[Map001.json(數學村) | 劇情水晶2-頁2] 米勒: 就算是王國那些身經百戰的傳奇戰士，也因一時的
[Map001.json(數學村) | 劇情水晶2-頁2] 米勒: 輕敵而殞命沙場。
[Map001.json(數學村) | 劇情水晶2-頁2] 莉娜: 而當你覺得準備好了的時候, 只需走到那些【離群
[Map001.json(數學村) | 劇情水晶2-頁2] 莉娜: 數據】前便會生成魔物。
[Map001.json(數學村) | 劇情水晶2-頁2] 莉娜: 就像這樣
[Map001.json(數學村) | 劇情水晶2-頁2] 莉娜: 動作還算流暢。能看見【離群數據】，還能物理刪
[Map001.json(數學村) | 劇情水晶2-頁2] 莉娜: 除它們.....
[Map001.json(數學村) | 劇情水晶2-頁2] 莉娜: 看你對世界一無所知的蠢樣....
[Map001.json(數學村) | 劇情水晶2-頁2] 莉娜: 你就是今年被大賢者召喚來的解題者吧。
[Map001.json(數學村) | 劇情水晶2-頁2] 悠真: 今年的解題者? 為什麼這樣說?
[Map001.json(數學村) | 劇情水晶2-頁2] 米勒: (嘆了口氣）
[Map001.json(數學村) | 劇情水晶2-頁2] 米勒: 姐，又是解題者？這已經是第幾批了？
[Map001.json(數學村) | 劇情水晶2-頁2] 莉娜: 誰知道呢？大賢者每年都會從異世界抓幾個倒楣鬼
[Map001.json(數學村) | 劇情水晶2-頁2] 莉娜: 過來，指望他們能打敗魔王。
[Map001.json(數學村) | 劇情水晶2-頁2] 悠真: 聽起來……我好像身負重任？
[Map001.json(數學村) | 劇情水晶2-頁2] 莉娜: （冷笑一聲，攤手） 
[Map001.json(數學村) | 劇情水晶2-頁2] 莉娜: 別高興得太早。雖然名號聽起來很響亮，但根據我
[Map001.json(數學村) | 劇情水晶2-頁2] 莉娜: 的觀察……
[Map001.json(數學村) | 劇情水晶2-頁2] 莉娜: 歷屆解題者的下場，通常都不太好。
[Map001.json(數學村) | 劇情水晶2-頁2] 悠真: ……咦？
[Map001.json(數學村) | 劇情水晶2-頁2] 莉娜: 小心點行事吧, 我叫莉娜, 旁邊那位是米勒
[Map001.json(數學村) | 劇情水晶2-頁2] 莉娜: 我們有緣再會
[Map001.json(數學村) | 劇情水晶2-頁2] 米勒: ......
[Map001.json(數學村) | 哥布林-頁1] ???: 你也是被世界遺棄的數據嗎？那就來廝殺吧！
[Map001.json(數學村) | 大媽(牛頭機人X5)-頁1] 賣菜大媽: 新鮮蘿蔔~ 好吃不貴~ 快點來買啊
[Map001.json(數學村) | 大媽(牛頭機人X5)-頁5] 賣菜大媽: 新鮮蘿蔔~ 好吃不貴~ 快點來買啊
[Map001.json(數學村) | 小男孩-頁1] 小男孩: 聽說王國裡還有會騎飛龍的騎士呢, 我也想成為那
[Map001.json(數學村) | 小男孩-頁1] 小男孩: 樣的存在。
[Map001.json(數學村) | 小女孩-頁1] 小女孩: 哥哥整天都在幻想成為一名飛龍騎士, 真是不切實
[Map001.json(數學村) | 小女孩-頁1] 小女孩: 際。
[Map001.json(數學村) | 小女孩-頁1] 小女孩: 不像我只會想著在王國的皇宮裡與王子舉行一場
[Map001.json(數學村) | 小女孩-頁1] 小女孩: 盛大的婚禮。
[Map001.json(數學村) | 龍騎士-頁1] 龍騎士: (龍騎士低著頭，眼神空洞，聲音嘶啞且顫抖，
[Map001.json(數學村) | 龍騎士-頁1] 龍騎士: 彷彿陷入了某種夢魘。)
[Map001.json(數學村) | 龍騎士-頁1] 龍騎士: ...心臟都穿透了...明明已經穿透了...為什麼還
[Map001.json(數學村) | 龍騎士-頁1] 龍騎士: 能動...？那種傷勢...正常人早就死了十次了...
[Map001.json(數學村) | 龍騎士-頁1] 龍騎士: 只差一刀...就差最後一刀...老夥計...是我害了你
[Map001.json(數學村) | 龍騎士-頁1] 龍騎士: ...是我太急了...
[Map001.json(數學村) | 龍騎士-頁1] 龍騎士: (聲音嘶啞且帶著仇恨道)
[Map001.json(數學村) | 龍騎士-頁1] 龍騎士: 數八星... 下次你就沒有那麼好運了
[Map001.json(數學村) | 龍騎士-頁1] 悠真: 等等? 數八星?! 那不就是主線任務的線索了嗎!!!

[Map001.json(數學村) | 龍騎士-頁1] --- 出現選項: ['數八星到底是誰?', '(默默離開)'] ---
[Map001.json(數學村) | 龍騎士-頁1] (若玩家選擇: 數八星到底是誰?) >>>
[Map001.json(數學村) | 龍騎士-頁1] 悠真: 不好意思，我聽見你提到了數八星。 這個名
[Map001.json(數學村) | 龍騎士-頁1] 悠真: 字... 難道是魔王軍那個...？
[Map001.json(數學村) | 龍騎士-頁1] 龍騎士: （猛地抬起頭，眼神中閃過一絲恐懼與憤恨） 
[Map001.json(數學村) | 龍騎士-頁1] 龍騎士: 沒錯, 就是魔王軍四天王之一... 負責肅清敵人
[Map001.json(數學村) | 龍騎士-頁1] 龍騎士: 的「數八星」。
[Map001.json(數學村) | 龍騎士-頁1] 龍騎士: 為了圍剿這一個天王，王國出動了最精銳的焰龍騎
[Map001.json(數學村) | 龍騎士-頁1] 龍騎士: 士團。 我原本以為... 集合我們所有人的力量
[Map001.json(數學村) | 龍騎士-頁1] 龍騎士: ，至少能換掉一個四天王...
[Map001.json(數學村) | 龍騎士-頁1] 龍騎士: 結果就是數八星重傷但是成功逃跑, 而我們焰龍騎
[Map001.json(數學村) | 龍騎士-頁1] 龍騎士: 士團將士九成的成員折戟沉沙, 「王國之矛」名存
[Map001.json(數學村) | 龍騎士-頁1] 龍騎士: 實亡....
[Map001.json(數學村) | 龍騎士-頁1] 龍騎士: 你是一名賞金獵人對吧, 村子東南方或許會有他的
[Map001.json(數學村) | 龍騎士-頁1] 龍騎士: 蹤影, 但是在實力足夠之前千萬不要主動找死。
[Map001.json(數學村) | 龍騎士-頁1] 悠真: ....明白
[Map001.json(數學村) | 龍騎士-頁1] (若玩家選擇: (默默離開)) >>>
[Map001.json(數學村) | EV043-頁1] 村長: 若是能一直平安下去就好了
[Map001.json(數學村) | 貓耳少女-頁1] 貓耳少女: 啊?!! 居然被你抓到了, 這是給你的禮物, 好好享
[Map001.json(數學村) | 貓耳少女-頁1] 貓耳少女: 用吧!
[Map001.json(數學村) | 貓耳少女-頁1] ? ? ?: 獲得 攻擊增加劑超級X x1
[Map001.json(數學村) | 貓耳少女-頁2] 貓耳少女: 幹嘛, 已經沒有禮物了。
[Map001.json(數學村) | 黑貓參謀-頁1] 黑貓參謀: 當你完成某件事件的時候, 可能地圖上的某處地方
[Map001.json(數學村) | 黑貓參謀-頁1] 黑貓參謀: 也會發生一些意想不到的變化。
[Map001.json(數學村) | 黑貓參謀-頁1] 黑貓參謀: 所以要經常在地圖上到處跑, 刷刷經驗才是正道。
[Map001.json(數學村) | 少年-頁1] 少年: 嫁給我吧美棋, 我愛你
[Map001.json(數學村) | 少年-頁1] 少女: 討厭啦席林
[Map001.json(數學村) | 少年-頁1] 少女: 人家喜歡的是數學
[Map001.json(數學村) | 少年-頁1] 少年: .....
[Map001.json(數學村) | 少女-頁1] 少年: 嫁給我吧美棋, 我愛你
[Map001.json(數學村) | 少女-頁1] 少女: 討厭啦席林
[Map001.json(數學村) | 少女-頁1] 少女: 人家喜歡的是數學
[Map001.json(數學村) | 少女-頁1] 少年: .....
[Map001.json(數學村) | 劇情水晶2-頁1] 悠真: 奇怪，那是營火嗎？為什麼是紫色的？
[Map001.json(數學村) | 劇情水晶2-頁1] ? ? ?: 且慢
[Map001.json(數學村) | 劇情水晶2-頁1] 莉娜: 笨蛋！別隨便亂碰那個！那不是普通的營火，那是
[Map001.json(數學村) | 劇情水晶2-頁1] 莉娜: 數據溢出的殘渣。
[Map001.json(數學村) | 劇情水晶2-頁1] 莉娜: 那是【離群數據】。是魔王卡薩斯的先鋒軍, 它現
[Map001.json(數學村) | 劇情水晶2-頁1] 莉娜: 在看起來像火，但只要一接觸觀測者，就會變成具
[Map001.json(數學村) | 劇情水晶2-頁1] 莉娜: 攻擊性的實體。
[Map001.json(數學村) | 劇情水晶2-頁1] 莉娜: 有時只是哥布林、地精之類的小怪, 但亦有機會出
[Map001.json(數學村) | 劇情水晶2-頁1] 莉娜: 巨魔、死靈等強大的敵人, 取決於離群數劇入侵的
[Map001.json(數學村) | 劇情水晶2-頁1] 莉娜: 時長。
[Map001.json(數學村) | 劇情水晶2-頁1] 莉娜: 現在【離群數據】只是剛剛開始入侵數學村, 大概
[Map001.json(數學村) | 劇情水晶2-頁1] 莉娜: 不會出現太強的魔物, 但亦不能隨意輕視。
[Map001.json(數學村) | 劇情水晶2-頁1] ? ? ?: 沒錯
[Map001.json(數學村) | 劇情水晶2-頁1] 米勒: 自魔王卡薩斯入侵數界以來, 每年都會有數不清的
[Map001.json(數學村) | 劇情水晶2-頁1] 米勒: 優秀冒險家因為輕敵而失去生命。
[Map001.json(數學村) | 劇情水晶2-頁1] 米勒: 就算是王國那些身經百戰的傳奇戰士，也因一時的
[Map001.json(數學村) | 劇情水晶2-頁1] 米勒: 輕敵而殞命沙場。
[Map001.json(數學村) | 劇情水晶2-頁1] 莉娜: 而當你覺得準備好了的時候, 只需走到那些【離群
[Map001.json(數學村) | 劇情水晶2-頁1] 莉娜: 數據】前便會生成魔物。
[Map001.json(數學村) | 劇情水晶2-頁1] 莉娜: 就像這樣
[Map001.json(數學村) | 劇情水晶2-頁1] 莉娜: 動作還算流暢。能看見【離群數據】，還能物理刪
[Map001.json(數學村) | 劇情水晶2-頁1] 莉娜: 除它們.....
[Map001.json(數學村) | 劇情水晶2-頁1] 莉娜: 看你對世界一無所知的蠢樣....
[Map001.json(數學村) | 劇情水晶2-頁1] 莉娜: 你就是今年被大賢者召喚來的解題者吧。
[Map001.json(數學村) | 劇情水晶2-頁1] 悠真: 今年的解題者? 為什麼這樣說?
[Map001.json(數學村) | 劇情水晶2-頁1] 米勒: (嘆了口氣）
[Map001.json(數學村) | 劇情水晶2-頁1] 米勒: 姐，又是解題者？這已經是第幾批了？
[Map001.json(數學村) | 劇情水晶2-頁1] 莉娜: 誰知道呢？大賢者每年都會從異世界抓幾個倒楣鬼
[Map001.json(數學村) | 劇情水晶2-頁1] 莉娜: 過來，指望他們能打敗魔王。
